Kingdom,Phylum,Class,Order,Family,Genus,Species,Response,MeanR,ResponseToCO2Increase
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Sr:Ca in shell,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Sr:Ca in shell,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Shell strength,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Break point of shell,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Organic content of shell,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Hemolymph pH,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"Hemolymph PCO2, DIC, bicarbonate",0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Hemolymph oxygen,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Hemolymph Na+,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Hemolymph K+,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Hemolymph Ca++,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Muscle metabolites,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Mantle alanine,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Mantle ATP,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,"Mantle succinate, glycogen",0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,"Gill alanine, glycogen, ATP",0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Gill and hepatopancreas succinate,0.731111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Metabolic rate at 15C,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Metabolic rate with heat stress,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Respiration of gill cells,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Energy spent to produce Na+/K+ ATPase in gills,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survivorship - exp 1,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survivorship - exp 1,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Shell growth - exp 1,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Shell growth - exp 1,0.731111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"Shell growth - low salinity, exp 2",0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"Shell growth - low salinity, exp 2",0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"Shell growth - low sal, high temp",0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"Shell growth - low sal, high temp",0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Mortality,0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Shell and total dry mass,0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Tissue dry mass,0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Shell microhardness,0.592222222,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Crack radius,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Carbonic anhydrase mRNA,0.592222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Carbonic anhydrase and esterase activity,0.628888889,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,"ATP, AMP",0.628888889,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,ADP,0.628888889,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Adenylate energy change,0.628888889,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,Glycogen,0.573333333,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Lipids,0.786666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proteins,0.786666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,"Betanin, Lysine, Succinate, Alanine",0.764444444,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Acetate,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proportion D-hinge,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth in early larvae stage,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth in mid larval stage,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Relative larval production,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Final stage of development,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Larval duration,0.861111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Final settlement,0.861111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,% concentration of Ca++,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,% concentration of Ca++,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,% concentration Ca++,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,% concentration of Ca++,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Shell growth,0.861111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Cyprid size,0.861111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Cyprid size,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proportion larvae surviving to attachment and metamorphosis,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proportion larvae surviving to attachment and metamorphosis,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Rate of attachment when settling,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Rate of attachment when settling,0.861111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth rate,0.861111111,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth rate,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proportion of individuals producing eggs,0.861111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Proportion of individuals producing eggs,0.861111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Adult adhesion stength,0.861111111,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Adult adhesion stength,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,CaCO3 in basal plate,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,CaCO3 in basal plate,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Force required to penetrate shell,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Force required to penetrate shell,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.838888889,No_Response
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,imbricata,Proportion Ca in shell,0.562222222,Decreases
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,imbricata,Proportion Mg in shell,0.562222222,No_Response
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,imbricata,Ca:Mg ratio in shell,0.44,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Rate of development,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Time to hatching,0.805555556,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth rate,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth rate,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Ca content of shell,0.805555556,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Ca content of shell,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Survival,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Growth (length),0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Shell composition,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Net calcification,0.805555556,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Haemolymph pH,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Haemolymph TCO2 and conc HCO3-,0.805555556,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Extracellular Ca++ conc,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Heamolymph protein,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Extracellular Mg++ conc,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,O2 uptake,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Feeding rate,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Shell dissolution,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Broken radula,0.675555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Worn radula,0.675555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Sperm motility (% motile) and swimming speed,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,angulata,Sperm motility (% motile) and swimming speed,0.675555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Sperm motility (% motile) and swimming speed,0.805555556,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Percent fertilization,0.805555556,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Cleavage of egg,0.805555556,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Gastrulation,0.783333333,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Percent fertilization,0.783333333,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Percent 64-120 cell+ embryos at 4hr,0.75,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Percent blastulae at 15hrs,0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Percent gastrula at 24hr,0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Mortality at 15hr,0.75,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Mortality at 24hr,0.75,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,% normal larvae at day 3,0.75,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Larval length at day 3,0.716666667,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Survival to days 11 and 28,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,"Length on days 6, 10, 16",0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Length on day 24,0.716666667,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Density,0.906666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Rate of development,0.906666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Larval growth,0.906666667,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,Juvenile growth,0.906666667,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,improvisus,Fertilization success,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,improvisus,Fertilization success,0.712222222,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,improvisus,larval_survival,0.75,Other
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,improvisus,larval_survival,0.75,Other
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,improvisus,Larval length,0.712222222,No_Response
Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,Larval length,0.783333333,No_Response
Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiura,filiformis,Larval symmetry,0.606666667,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Larval symmetry,0.578888889,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Larval arm length,0.727777778,No_Response
Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,littorea,Larval arm length,0.634444444,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Somatic rod length,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Somatic rod length,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Larval width,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Larval width,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Allometry,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Allometry,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Post-oral arm:somatic rod length,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Post-oral arm:somatic rod length,0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption (27-53h),0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption (27-53h),0.75,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption at gastrula stage,0.727777778,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption at gastrula stage,0.727777778,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption at 4-arm stage,0.672222222,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Ca absorption at 4-arm stage,0.672222222,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Na+/K+-ATPase,0.727777778,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,amphitrite,Na+/K+-ATPase,0.727777778,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Genes involved with biomineralization,0.805555556,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Genes involved with biomineralization,0.727777778,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Gene expression controlled for virtual age,0.727777778,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Gene expression controlled for virtual age,0.727777778,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Survival,0.805555556,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Burrow morphology,0.805555556,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Elminius,modestus,Relationship between burrow surface area and nutrient flux,0.684444444,Other
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Tube calcite/aragonite ratio,0.767777778,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Mg/Ca ratio,0.745555556,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Tube amorphous calcium carbonate,0.767777778,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Elminius,modestus,Tube ultrastructure,0.662222222,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Elminius,modestus,Tube hardness,0.684444444,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Tube stiffness,0.712222222,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Percent normal at 3 and 5 days,0.712222222,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Arm length at day 5,0.69,No_Response
Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,Arm length assymetry,0.69,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Percent cleavage stage embryos,0.508888889,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,% normal gastrulae,0.508888889,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Sperm swimming speed,0.508888889,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Sperm motility,0.508888889,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Percent eggs that cleave,0.508888889,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Percent egg that develop to larval stage,0.508888889,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Urchin survival,0.508888889,No_Response
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Diversity and evenness,0.542222222,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Abundance,0.475555556,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata,Survival,0.475555556,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Psammechinus,miliaris,Development,0.605555556,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Psammechinus,miliaris,Anterolateral rod length,0.605555556,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Psammechinus,miliaris,Larval size,0.605555556,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,erythrogramma,Larval shape on day 4,0.694444444,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,erythrogramma,% Abnormalities,0.694444444,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,erythrogramma,% assymetrical body plan,0.694444444,No_Response
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Yolk lipid use,0.666666667,No_Response
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Yolk protein use,0.666666667,No_Response
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Post-oral arm length,0.666666667,Decreases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Post-oral arm length:Total length,0.666666667,Decreases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Length given phospholipid use,0.666666667,Increases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Length of various body parts,0.666666667,Increases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Length of various body parts,0.592222222,No_Response
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Body length at midline,0.592222222,No_Response
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,Body length at midline,0.684444444,Increases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,% larvae with arm buds,0.684444444,Decreases
Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis,% larvae with arm buds,0.684444444,Decreases
Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Crossaster,papposus,% larvae competant to settle,0.805555556,No_Response
Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Crossaster,papposus,% larvae competant to settle,0.805555556,Increases
Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Crossaster,papposus,Allelic shift in membrane composition and ion transport genes,0.805555556,Increases
Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Crossaster,papposus,Allelic shift in membrane composition and ion transport genes,0.805555556,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,% normal larvae,0.694444444,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Larval asymmetry,0.694444444,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Postoral arm length,0.62,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Total length of calcite rod,0.62,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Coelomic pH,0.62,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Coelomic bicarbonate concentration,0.62,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Ion concentration in coelomic fluid,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Concentration of Ca++ in coelomic fluid,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,concentration of L-lactate in coelomic fluid,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Protein in coelomic fluid,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,% sperm motile,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Sperm speed,0.531111111,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Fertilization success,0.531111111,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,body cavity pH,0.531111111,No_Response
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Survival,0.475555556,Other
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Survival,0.475555556,Other
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Survival,0.62,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Survival,0.62,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Length of various body components,0.672222222,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Length of various body components,0.672222222,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Inorganic weight (CaCO3 weight),0.672222222,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Inorganic weight (CaCO3 weight),0.672222222,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Length of various body parts,0.597777778,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Length of various body parts,0.597777778,Decreases
